xPos,corrAns,yPos,corrGoResp,yPosGoStim,xPosGoStim,pracTrials.thisRepN,pracTrials.thisTrialN,pracTrials.thisN,pracTrials.thisIndex,ReDoLoopPrac.thisRepN,ReDoLoopPrac.thisTrialN,ReDoLoopPrac.thisN,ReDoLoopPrac.thisIndex,ReDoLoopPrac.thisTrial,pracStopTrials.thisRepN,pracStopTrials.thisTrialN,pracStopTrials.thisN,pracStopTrials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,ReDoLoopMain.thisRepN,ReDoLoopMain.thisTrialN,ReDoLoopMain.thisN,ReDoLoopMain.thisIndex,ReDoLoopMain.thisTrial,StopBlocks.thisRepN,StopBlocks.thisTrialN,StopBlocks.thisN,StopBlocks.thisIndex,StopTrials.thisRepN,StopTrials.thisTrialN,StopTrials.thisN,StopTrials.thisIndex,auctionBlocks.thisRepN,auctionBlocks.thisTrialN,auctionBlocks.thisN,auctionBlocks.thisIndex,auctionTrials.thisRepN,auctionTrials.thisTrialN,auctionTrials.thisN,auctionTrials.thisIndex,learningTrialList,learningPracTrialList,stopTrialList,stopPracTrialList,auctionTrialList,ok1.keys,ok1.rt,resp.keys,resp.corr,resp.rt,feedbackResp.keys,feedbackResp.corr,currentReward,currentStimulus,currentStimType,firstPracComputedRewardOutput,firstPracLearningStimOnset,firstPracLearningFixOnset,firstPracPresentationRT,firstPracPresentationAcc,firstPracPresentationResp,firstPracEndTrialTimeStamp,StartTrialTimeStamp,trialType,goStim,stimType,stopStimValue,goResp.keys,goResp.corr,key_resp_9.keys,key_resp_9.corr,fixStopOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,goResp.rt,key_resp_3.keys,key_resp_3.rt,firstComputedRewardOutput,firstLearningStimOnset,firstLearningFixOnset,firstPresentationRT,firstPresentationAcc,firstPresentationResp,firstEndTrialTimeStamp,secondComputedRewardOutput,secondLearningStimOnset,secondLearningFixOnset,secondPresentationRT,secondPresentationAcc,secondPresentationResp,secondEndTrialTimeStamp,key_resp_7.keys,key_resp_7.rt,beginningSSD,EndingSSD,key_resp_9.rt,key_resp_4.keys,key_resp_4.rt,auctionResponse.keys,auctionStimDuration,auctionStim,auctionAmounts,auctionStimValue,auctionCondition,chosenAuctionAmount,auctionResponse.rt,key_resp_5.keys,key_resp_5.rt,shuffledRewardList,chosenReward1,chosenReward2,chosenReward3,chosenReward4,chosenReward5,key_resp_6.keys,key_resp_6.rt,date,frameRate,expName,session,participant,
200,s,-200,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.400850057602,None,0,4.0,squarecyan.gif,stop,3.87,0.515148162842,0.0010290145874,0.400850057602,1,s,127.185244799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,m,0,200,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.616798878,stop,circleblue.gif,stop,2.0,None,0,None,0,0.0364909172058,0.511229038239,0.761615037918,183.615723848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,m,0,200,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.616111994,stop,circleblue.gif,stop,2.0,None,0,None,0,0.00095009803772,0.5153028965,0.766022920609,186.618906975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,z,0,-200,,,,,,,,,,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.619308949,stop,circleblue.gif,stop,2.0,z,1,None,0,0.000977039337158,0.515483140945,0.765944004059,189.622187853,0.41762804985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,z,0,-200,,,,,,,,,,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.622550964,stop,hexagongreen.gif,stop,1.0,None,0,None,0,0.00118708610535,0.515912055969,0.766057014465,192.625341892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,z,0,-200,,,,,,,,,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.625703812,go,crossorange.gif,go,2.0,z,1,None,0,0.0441198348999,0.515921831131,,195.628724813,0.634935855865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,z,0,-200,,,,,,,,,,2,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.629086971,stop,squarecyan.gif,stop,4.0,None,0,None,0,0.000943899154663,0.515826940536,0.766175031662,198.632190943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,z,0,-200,,,,,,,,,,3,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.632591963,stop,diamondmagenta.gif,stop,0.5,None,0,None,0,0.0010039806366,0.515611886978,0.765567064285,201.635736942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,m,0,200,,,,,,,,,,3,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.636096954,go,linegray.gif,go,4.0,m,1,None,0,0.00772500038147,0.51566195488,,204.639009953,0.601390123367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,m,0,200,,,,,,,,,,4,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.639369965,go,linegray.gif,go,4.0,m,1,None,0,0.000944852828979,0.515736818314,,207.642426968,0.634310007095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,m,0,200,,,,,,,,,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.642838955,go,crossorange.gif,go,2.0,m,1,None,0,0.000982046127319,0.515547990799,,210.645680904,0.601282119751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50.2179560661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.7620239258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.401543140411,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.509613990784,0.000888109207153,0.401543140411,1,s,274.769003868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.367176055908,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.513818979263,0.00108313560486,0.367176055908,1,q,277.771892786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.367245197296,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514513015747,0.00110507011414,0.367245197296,1,s,280.775573015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.33376288414,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.514187097549,0.000898122787476,0.33376288414,1,q,283.778702974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351039886475,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.514232873917,0.00112390518188,0.351039886475,1,q,286.78183198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.400754928589,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.51450419426,0.000910043716431,0.400754928589,1,a,289.785542965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.333883047104,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.514255046844,0.000955104827881,0.333883047104,1,w,292.788645983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.317708969116,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.99,0.514091014862,0.00094199180603,0.317708969116,1,w,295.792128801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.35139298439,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514384031296,0.000907182693481,0.35139298439,1,q,298.795749903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334175109863,None,0,4.0,squarecyan.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.51424407959,0.000894069671631,0.334175109863,1,s,301.799073935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,2,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351287841797,None,0,2.0,circleblue.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.513734817505,0.000938892364502,0.351287841797,1,q,304.802676916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,2,3,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317515134811,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,2.25,0.514048814774,0.000901937484741,0.317515134811,1,s,307.805679798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.334472179413,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.514314889908,0.000900983810425,0.334472179413,1,s,310.809417009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367465019226,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.513556003571,0.00119400024414,0.367465019226,1,a,313.812440872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334055900574,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.514494180679,0.000910997390747,0.334055900574,1,a,316.815779924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,3,3,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.317444801331,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.514363050461,0.000900030136108,0.317444801331,1,s,319.819463968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.367698907852,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514332056046,0.000890016555786,0.334108114243,0,s,322.822623968,2.14,0.515388011932,0.000985860824585,0.367698907852,1,w,325.826468945,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.401163816452,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513736963272,0.000894069671631,0.401163816452,1,a,328.829304934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,4,2,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334430932999,None,0,2.0,crossorange.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0,0.514366149902,0.000910043716431,0.334430932999,1,w,331.832598925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,4,3,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.351523160934,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.514029026031,0.00108408927917,0.351523160934,1,q,334.836013794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,5,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.350506067276,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.53,0.514630079269,0.000899076461792,0.350506067276,1,w,337.839177847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350908041,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,1.18,0.514825105667,0.000903129577637,0.350908041,1,q,340.8431108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,2,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.383960008621,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.513983011246,0.0010290145874,0.383960008621,1,a,343.846125841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,5,3,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.317238092422,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.5144739151,0.000895977020264,0.317238092422,1,a,346.849624872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,0,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350569963455,None,0,1.0,trianglewhite.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.514365911484,0.000910997390747,0.350569963455,1,s,349.853582859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,q,200,,,,,,,,,,,,,,,,,0,0,0,0,6,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,1,0.350877046585,None,0,4.0,linegray.gif,go,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.513632059097,0.00092887878418,0.350877046585,1,q,352.856630802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,s,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,2,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,0.350849866867,None,0,1.0,hexagongreen.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.513926029205,0.000895977020264,0.350849866867,1,s,355.859645844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
-200,a,-200,,,,,,,,,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.384243965149,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0,0.514307975769,0.000913143157959,0.384243965149,1,a,358.863449812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.334020137787,None,0,0.5,invertedtriangleyellow.gif,go,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.513820886612,0.000921964645386,0.334020137787,1,w,361.866705894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
200,w,200,,,,,,,,,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w,1,0.351156949997,None,0,0.5,diamondmagenta.gif,stop,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.513998031616,0.000984191894531,0.351156949997,1,w,364.870035887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015_Jul_06_1244,59.8626997063,LearningTask,1,78,
